"","TIME","STATIONID","year","survey","station","SPECIESTSN","COMMONNAME","SCIENTIFICNAME","LHSCODE","SAMPLINGMETHODCODE","TOTALCATCHNUM","TOTALCATCHWT","GEARCODE","EVENTCODE","LME","STATIONNUMBER","YEAR","MASTERSTATION","TOW_TYPE","GEAR_DESCRIPTION","EQTIME","EQ_LATITUDE","EQ_LONGITUDE","HAULBACK_TIME","HAULBACK_LATITUDE","HAULBACK_LONGITUDE","SPEED","BOTTOM_DEPTH","AVGNETHORIZONTALOPENING","AVGNETVERTICALOPENING","MWO","RACECODE","NODCCODE","NOTES","GEARIN_TIME","GEARIN_LATITUDE","GEARIN_LONGITUDE","VESSEL","VESSELNAME","GEAR_DEPTH","GEAROUT_LATITUDE","GEAROUT_LONGITUDE","GEAROUT_TIME"
"11","2023-09-07T17:42:00Z","20230201023","2023","0201","023","162035","Capelin","Mallotus villosus","U","TC",42,512,"400601","05","Bering Sea",23,2023,"62-170","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-07T17:12:00Z",61.99,-170.02,"2023-09-07T17:42:00Z",61.98,-170.1,NA,39,54.31,22.89,"330",23041,"8755030201",NA,NA,0,0,NA,NA,NA,0,0,NA
"12","2023-09-07T17:42:00Z","20230201023","2023","0201","023","164711","Pacific Cod","Gadus macrocephalus","A0","TC",2,4,"400601","05","Bering Sea",23,2023,"62-170","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-07T17:12:00Z",61.99,-170.02,"2023-09-07T17:42:00Z",61.98,-170.1,NA,39,54.31,22.89,"330",21720,"8791030401",NA,NA,0,0,NA,NA,NA,0,0,NA
"13","2023-09-07T17:42:00Z","20230201023","2023","0201","023","551209","Pacific Herring","Clupea pallasi","A1+","TC",24,2183,"400601","05","Bering Sea",23,2023,"62-170","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-07T17:12:00Z",61.99,-170.02,"2023-09-07T17:42:00Z",61.98,-170.1,NA,39,54.31,22.89,"330",21110,"8747010201",NA,NA,0,0,NA,NA,NA,0,0,NA
"14","2023-09-07T17:42:00Z","20230201023","2023","0201","023","622287","Arctic Lamprey","Lethenteron camtschaticum","U","TC",2,213,"400601","05","Bering Sea",23,2023,"62-170","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-07T17:12:00Z",61.99,-170.02,"2023-09-07T17:42:00Z",61.98,-170.1,NA,39,54.31,22.89,"330",NA,"8603010201",NA,NA,0,0,NA,NA,NA,0,0,NA
"15","2023-09-07T17:42:00Z","20230201023","2023","0201","023","934083","Pollock","Gadus chalcogrammus","A0","TC",223.61,570,"400601","05","Bering Sea",23,2023,"62-170","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-07T17:12:00Z",61.99,-170.02,"2023-09-07T17:42:00Z",61.98,-170.1,NA,39,54.31,22.89,"330",21740,"8791030701",NA,NA,0,0,NA,NA,NA,0,0,NA
"16","2023-09-12T17:38:00Z","20230201035","2023","0201","035","172893","Starry Flounder","Platichthys stellatus","U","TC",2,591,"400601","05","Bering Sea",35,2023,"64-167","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-12T17:08:00Z",63.99,-167.01,"2023-09-12T17:38:00Z",63.99,-167.09,NA,28,49.85,21.65,"330",10220,"8857041401",NA,NA,0,0,NA,NA,NA,0,0,NA
"17","2023-09-12T17:38:00Z","20230201035","2023","0201","035","551209","Pacific Herring","Clupea pallasi","A1+","TC",12,910,"400601","05","Bering Sea",35,2023,"64-167","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-12T17:08:00Z",63.99,-167.01,"2023-09-12T17:38:00Z",63.99,-167.09,NA,28,49.85,21.65,"330",21110,"8747010201",NA,NA,0,0,NA,NA,NA,0,0,NA
"18","2023-09-12T17:38:00Z","20230201035","2023","0201","035","934083","Pollock","Gadus chalcogrammus","A0","TC",272.52,496,"400601","05","Bering Sea",35,2023,"64-167","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-12T17:08:00Z",63.99,-167.01,"2023-09-12T17:38:00Z",63.99,-167.09,NA,28,49.85,21.65,"330",21740,"8791030701",NA,NA,0,0,NA,NA,NA,0,0,NA
"19","2023-09-12T17:38:00Z","20230201035","2023","0201","035","934083","Pollock","Gadus chalcogrammus","A1","TC",1,12,"400601","05","Bering Sea",35,2023,"64-167","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-12T17:08:00Z",63.99,-167.01,"2023-09-12T17:38:00Z",63.99,-167.09,NA,28,49.85,21.65,"330",21740,"8791030701",NA,NA,0,0,NA,NA,NA,0,0,NA
"20","2023-09-12T21:46:00Z","20230201036","2023","0201","036","50623","Aequorea  sp.","Aequorea sp.","U","TC",0,160,"400601","05","Bering Sea",36,2023,"64-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-12T21:16:00Z",63.99,-168.02,"2023-09-12T21:46:00Z",63.99,-168.1,NA,31,50.53,19.97,"330",40506,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"21","2023-09-12T21:46:00Z","20230201036","2023","0201","036","51641","Northern Sea Nettle","Chrysaora melanaster","U","TC",56.81,33960,"400601","05","Bering Sea",36,2023,"64-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-12T21:16:00Z",63.99,-168.02,"2023-09-12T21:46:00Z",63.99,-168.1,NA,31,50.53,19.97,"330",40504,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"22","2023-09-12T21:46:00Z","20230201036","2023","0201","036","51669","Cyanea sp.","Cyanea sp.","U","TC",1,60,"400601","05","Bering Sea",36,2023,"64-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-12T21:16:00Z",63.99,-168.02,"2023-09-12T21:46:00Z",63.99,-168.1,NA,31,50.53,19.97,"330",40560,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"23","2023-09-12T21:46:00Z","20230201036","2023","0201","036","161975","Pink Salmon","Oncorhynchus gorbuscha","J","TC",23,2194,"400601","05","Bering Sea",36,2023,"64-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-12T21:16:00Z",63.99,-168.02,"2023-09-12T21:46:00Z",63.99,-168.1,NA,31,50.53,19.97,"330",23230,"8755010201",NA,NA,0,0,NA,NA,NA,0,0,NA
"24","2023-09-12T21:46:00Z","20230201036","2023","0201","036","161976","Chum Salmon","Oncorhynchus keta","J","TC",7,720,"400601","05","Bering Sea",36,2023,"64-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-12T21:16:00Z",63.99,-168.02,"2023-09-12T21:46:00Z",63.99,-168.1,NA,31,50.53,19.97,"330",23235,"8755010202",NA,NA,0,0,NA,NA,NA,0,0,NA
"25","2023-09-12T21:46:00Z","20230201036","2023","0201","036","161977","Coho Salmon","Oncorhynchus kisutch","J","TC",1,369,"400601","05","Bering Sea",36,2023,"64-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-12T21:16:00Z",63.99,-168.02,"2023-09-12T21:46:00Z",63.99,-168.1,NA,31,50.53,19.97,"330",23225,"8755010203",NA,NA,0,0,NA,NA,NA,0,0,NA
"26","2023-09-12T21:46:00Z","20230201036","2023","0201","036","161979","Sockeye Salmon","Oncorhynchus nerka","J","TC",3,321,"400601","05","Bering Sea",36,2023,"64-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-12T21:16:00Z",63.99,-168.02,"2023-09-12T21:46:00Z",63.99,-168.1,NA,31,50.53,19.97,"330",23240,"8755010205",NA,NA,0,0,NA,NA,NA,0,0,NA
"27","2023-09-12T21:46:00Z","20230201036","2023","0201","036","622287","Arctic Lamprey","Lethenteron camtschaticum","U","TC",2,142,"400601","05","Bering Sea",36,2023,"64-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-12T21:16:00Z",63.99,-168.02,"2023-09-12T21:46:00Z",63.99,-168.1,NA,31,50.53,19.97,"330",NA,"8603010201",NA,NA,0,0,NA,NA,NA,0,0,NA
"28","2023-09-12T21:46:00Z","20230201036","2023","0201","036","630414","Ammodytes personatus","Ammodytes personatus","U","TC",18,202,"400601","05","Bering Sea",36,2023,"64-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-12T21:16:00Z",63.99,-168.02,"2023-09-12T21:46:00Z",63.99,-168.1,NA,31,50.53,19.97,"330",NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"29","2023-09-12T21:46:00Z","20230201036","2023","0201","036","934083","Pollock","Gadus chalcogrammus","A0","TC",418.67,769,"400601","05","Bering Sea",36,2023,"64-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-12T21:16:00Z",63.99,-168.02,"2023-09-12T21:46:00Z",63.99,-168.1,NA,31,50.53,19.97,"330",21740,"8791030701",NA,NA,0,0,NA,NA,NA,0,0,NA
"30","2023-09-13T01:36:00Z","20230201037","2023","0201","037","50623","Aequorea  sp.","Aequorea sp.","U","SC",0,15441.61,"400601","05","Bering Sea",37,2023,"64-169","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T01:21:00Z",64,-168.99,"2023-09-13T01:36:00Z",64.01,-168.98,NA,30,44,22.5,"330",40506,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"31","2023-09-13T01:36:00Z","20230201037","2023","0201","037","51641","Northern Sea Nettle","Chrysaora melanaster","U","SC",1927.38,1019588.6,"400601","05","Bering Sea",37,2023,"64-169","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T01:21:00Z",64,-168.99,"2023-09-13T01:36:00Z",64.01,-168.98,NA,30,44,22.5,"330",40504,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"32","2023-09-13T01:36:00Z","20230201037","2023","0201","037","161979","Sockeye Salmon","Oncorhynchus nerka","J","TC",2,170,"400601","05","Bering Sea",37,2023,"64-169","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T01:21:00Z",64,-168.99,"2023-09-13T01:36:00Z",64.01,-168.98,NA,30,44,22.5,"330",23240,"8755010205",NA,NA,0,0,NA,NA,NA,0,0,NA
"33","2023-09-13T01:36:00Z","20230201037","2023","0201","037","556311","Long Fin Squid","Gonatus kamtschaticus","U","SC",44.11,132.4,"400601","05","Bering Sea",37,2023,"64-169","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T01:21:00Z",64,-168.99,"2023-09-13T01:36:00Z",64.01,-168.98,NA,30,44,22.5,"330",79206,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"34","2023-09-13T01:36:00Z","20230201037","2023","0201","037","622287","Arctic Lamprey","Lethenteron camtschaticum","U","TC",1,85,"400601","05","Bering Sea",37,2023,"64-169","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T01:21:00Z",64,-168.99,"2023-09-13T01:36:00Z",64.01,-168.98,NA,30,44,22.5,"330",NA,"8603010201",NA,NA,0,0,NA,NA,NA,0,0,NA
"35","2023-09-13T01:36:00Z","20230201037","2023","0201","037","934083","Pollock","Gadus chalcogrammus","A0","SC",57662.6,122385.9,"400601","05","Bering Sea",37,2023,"64-169","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T01:21:00Z",64,-168.99,"2023-09-13T01:36:00Z",64.01,-168.98,NA,30,44,22.5,"330",21740,"8791030701",NA,NA,0,0,NA,NA,NA,0,0,NA
"36","2023-09-13T17:27:00Z","20230201038","2023","0201","038","51641","Northern Sea Nettle","Chrysaora melanaster","U","TC",151.34,99700,"400601","05","Bering Sea",38,2023,"64.5-169","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T16:57:00Z",64.49,-168.97,"2023-09-13T17:27:00Z",64.49,-168.89,NA,37,48.87,22,"330",40504,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"37","2023-09-13T17:27:00Z","20230201038","2023","0201","038","51669","Cyanea sp.","Cyanea sp.","U","TC",0,880,"400601","05","Bering Sea",38,2023,"64.5-169","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T16:57:00Z",64.49,-168.97,"2023-09-13T17:27:00Z",64.49,-168.89,NA,37,48.87,22,"330",40560,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"38","2023-09-13T17:27:00Z","20230201038","2023","0201","038","161976","Chum Salmon","Oncorhynchus keta","IM","TC",2,5680,"400601","05","Bering Sea",38,2023,"64.5-169","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T16:57:00Z",64.49,-168.97,"2023-09-13T17:27:00Z",64.49,-168.89,NA,37,48.87,22,"330",23235,"8755010202",NA,NA,0,0,NA,NA,NA,0,0,NA
"39","2023-09-13T17:27:00Z","20230201038","2023","0201","038","167318","Shorthorn sculpin","Myoxocephalus scorpius","U","TC",1,164,"400601","05","Bering Sea",38,2023,"64.5-169","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T16:57:00Z",64.49,-168.97,"2023-09-13T17:27:00Z",64.49,-168.89,NA,37,48.87,22,"330",21368,"8831022207",NA,NA,0,0,NA,NA,NA,0,0,NA
"40","2023-09-13T17:27:00Z","20230201038","2023","0201","038","171672","Arctic Sand Lance","Ammodytes hexapterus","U","TC",1,26,"400601","05","Bering Sea",38,2023,"64.5-169","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T16:57:00Z",64.49,-168.97,"2023-09-13T17:27:00Z",64.49,-168.89,NA,37,48.87,22,"330",20203,"8845010101",NA,NA,0,0,NA,NA,NA,0,0,NA
"41","2023-09-13T17:27:00Z","20230201038","2023","0201","038","622287","Arctic Lamprey","Lethenteron camtschaticum","U","TC",1,46,"400601","05","Bering Sea",38,2023,"64.5-169","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T16:57:00Z",64.49,-168.97,"2023-09-13T17:27:00Z",64.49,-168.89,NA,37,48.87,22,"330",NA,"8603010201",NA,NA,0,0,NA,NA,NA,0,0,NA
"42","2023-09-13T21:23:00Z","20230201039","2023","0201","039","50623","Aequorea  sp.","Aequorea sp.","U","TC",0,490,"400601","05","Bering Sea",39,2023,"64.5-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T20:53:00Z",64.5,-167.99,"2023-09-13T21:23:00Z",64.52,-167.93,NA,31,42.69,19.9,"330",40506,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"43","2023-09-13T21:23:00Z","20230201039","2023","0201","039","51641","Northern Sea Nettle","Chrysaora melanaster","U","TC",1318.9,503820,"400601","05","Bering Sea",39,2023,"64.5-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T20:53:00Z",64.5,-167.99,"2023-09-13T21:23:00Z",64.52,-167.93,NA,31,42.69,19.9,"330",40504,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"44","2023-09-13T21:23:00Z","20230201039","2023","0201","039","161975","Pink Salmon","Oncorhynchus gorbuscha","J","TC",63.59,5390,"400601","05","Bering Sea",39,2023,"64.5-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T20:53:00Z",64.5,-167.99,"2023-09-13T21:23:00Z",64.52,-167.93,NA,31,42.69,19.9,"330",23230,"8755010201",NA,NA,0,0,NA,NA,NA,0,0,NA
"45","2023-09-13T21:23:00Z","20230201039","2023","0201","039","161976","Chum Salmon","Oncorhynchus keta","J","TC",16,1500,"400601","05","Bering Sea",39,2023,"64.5-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T20:53:00Z",64.5,-167.99,"2023-09-13T21:23:00Z",64.52,-167.93,NA,31,42.69,19.9,"330",23235,"8755010202",NA,NA,0,0,NA,NA,NA,0,0,NA
"46","2023-09-13T21:23:00Z","20230201039","2023","0201","039","161979","Sockeye Salmon","Oncorhynchus nerka","IM","TC",1,1236,"400601","05","Bering Sea",39,2023,"64.5-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T20:53:00Z",64.5,-167.99,"2023-09-13T21:23:00Z",64.52,-167.93,NA,31,42.69,19.9,"330",23240,"8755010205","FORGOT GENETICS SAMPLE- LH ",NA,0,0,NA,NA,NA,0,0,NA
"47","2023-09-13T21:23:00Z","20230201039","2023","0201","039","161979","Sockeye Salmon","Oncorhynchus nerka","J","TC",6,658,"400601","05","Bering Sea",39,2023,"64.5-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T20:53:00Z",64.5,-167.99,"2023-09-13T21:23:00Z",64.52,-167.93,NA,31,42.69,19.9,"330",23240,"8755010205",NA,NA,0,0,NA,NA,NA,0,0,NA
"48","2023-09-13T21:23:00Z","20230201039","2023","0201","039","172893","Starry Flounder","Platichthys stellatus","U","TC",1,560,"400601","05","Bering Sea",39,2023,"64.5-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T20:53:00Z",64.5,-167.99,"2023-09-13T21:23:00Z",64.52,-167.93,NA,31,42.69,19.9,"330",10220,"8857041401",NA,NA,0,0,NA,NA,NA,0,0,NA
"49","2023-09-13T21:23:00Z","20230201039","2023","0201","039","551209","Pacific Herring","Clupea pallasi","A1+","TC",3,356,"400601","05","Bering Sea",39,2023,"64.5-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T20:53:00Z",64.5,-167.99,"2023-09-13T21:23:00Z",64.52,-167.93,NA,31,42.69,19.9,"330",21110,"8747010201",NA,NA,0,0,NA,NA,NA,0,0,NA
"50","2023-09-13T21:23:00Z","20230201039","2023","0201","039","622287","Arctic Lamprey","Lethenteron camtschaticum","U","TC",1,55,"400601","05","Bering Sea",39,2023,"64.5-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T20:53:00Z",64.5,-167.99,"2023-09-13T21:23:00Z",64.52,-167.93,NA,31,42.69,19.9,"330",NA,"8603010201",NA,NA,0,0,NA,NA,NA,0,0,NA
"51","2023-09-13T21:23:00Z","20230201039","2023","0201","039","934083","Pollock","Gadus chalcogrammus","A0","TC",292.26,491,"400601","05","Bering Sea",39,2023,"64.5-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T20:53:00Z",64.5,-167.99,"2023-09-13T21:23:00Z",64.52,-167.93,NA,31,42.69,19.9,"330",21740,"8791030701",NA,NA,0,0,NA,NA,NA,0,0,NA
"52","2023-09-13T21:23:00Z","20230201039","2023","0201","039","934083","Pollock","Gadus chalcogrammus","A1+","TC",2,1950,"400601","05","Bering Sea",39,2023,"64.5-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T20:53:00Z",64.5,-167.99,"2023-09-13T21:23:00Z",64.52,-167.93,NA,31,42.69,19.9,"330",21740,"8791030701",NA,NA,0,0,NA,NA,NA,0,0,NA
"53","2023-09-14T02:30:00Z","20230201040","2023","0201","040","50623","Aequorea  sp.","Aequorea sp.","U","TC",0,1910,"400601","05","Bering Sea",40,2023,"65-167.5","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-14T02:00:00Z",64.97,-167.53,"2023-09-14T02:30:00Z",64.96,-167.61,NA,23,41.5,20.68,"330",40506,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"54","2023-09-14T02:30:00Z","20230201040","2023","0201","040","51641","Northern Sea Nettle","Chrysaora melanaster","U","TC",386.88,384950,"400601","05","Bering Sea",40,2023,"65-167.5","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-14T02:00:00Z",64.97,-167.53,"2023-09-14T02:30:00Z",64.96,-167.61,NA,23,41.5,20.68,"330",40504,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"55","2023-09-14T02:30:00Z","20230201040","2023","0201","040","51669","Cyanea sp.","Cyanea sp.","U","TC",4,120,"400601","05","Bering Sea",40,2023,"65-167.5","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-14T02:00:00Z",64.97,-167.53,"2023-09-14T02:30:00Z",64.96,-167.61,NA,23,41.5,20.68,"330",40560,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"56","2023-09-07T17:42:00Z","20230201023","2023","0201","023","934083","Pollock","Gadus chalcogrammus","A1","TC",1312.3,42025,"400601","05","Bering Sea",23,2023,"62-170","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-07T17:12:00Z",61.99,-170.02,"2023-09-07T17:42:00Z",61.98,-170.1,NA,39,54.31,22.89,"330",21740,"8791030701",NA,NA,0,0,NA,NA,NA,0,0,NA
"57","2023-09-07T17:42:00Z","20230201023","2023","0201","023","934083","Pollock","Gadus chalcogrammus","A1+","TC",8,5140,"400601","05","Bering Sea",23,2023,"62-170","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-07T17:12:00Z",61.99,-170.02,"2023-09-07T17:42:00Z",61.98,-170.1,NA,39,54.31,22.89,"330",21740,"8791030701",NA,NA,0,0,NA,NA,NA,0,0,NA
"58","2023-09-07T22:25:00Z","20230201024","2023","0201","024","51641","Northern Sea Nettle","Chrysaora melanaster","U","TC",692.63,407960,"400601","05","Bering Sea",24,2023,"62-171","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-07T21:55:00Z",62.01,-170.99,"2023-09-07T22:25:00Z",62.04,-170.99,NA,45,51.22,23.3,"330",40504,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"59","2023-09-07T22:25:00Z","20230201024","2023","0201","024","162035","Capelin","Mallotus villosus","U","TC",10,113,"400601","05","Bering Sea",24,2023,"62-171","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-07T21:55:00Z",62.01,-170.99,"2023-09-07T22:25:00Z",62.04,-170.99,NA,45,51.22,23.3,"330",23041,"8755030201",NA,NA,0,0,NA,NA,NA,0,0,NA
"60","2023-09-07T22:25:00Z","20230201024","2023","0201","024","164711","Pacific Cod","Gadus macrocephalus","A0","TC",4,11,"400601","05","Bering Sea",24,2023,"62-171","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-07T21:55:00Z",62.01,-170.99,"2023-09-07T22:25:00Z",62.04,-170.99,NA,45,51.22,23.3,"330",21720,"8791030401",NA,NA,0,0,NA,NA,NA,0,0,NA
"61","2023-09-07T22:25:00Z","20230201024","2023","0201","024","551209","Pacific Herring","Clupea pallasi","A1+","TC",22,2196,"400601","05","Bering Sea",24,2023,"62-171","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-07T21:55:00Z",62.01,-170.99,"2023-09-07T22:25:00Z",62.04,-170.99,NA,45,51.22,23.3,"330",21110,"8747010201",NA,NA,0,0,NA,NA,NA,0,0,NA
"62","2023-09-07T22:25:00Z","20230201024","2023","0201","024","622287","Arctic Lamprey","Lethenteron camtschaticum","U","TC",2,168,"400601","05","Bering Sea",24,2023,"62-171","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-07T21:55:00Z",62.01,-170.99,"2023-09-07T22:25:00Z",62.04,-170.99,NA,45,51.22,23.3,"330",NA,"8603010201",NA,NA,0,0,NA,NA,NA,0,0,NA
